path,writer_id,split
7-IMG_MAX_10038.png,7,train
7-IMG_MAX_10045.png,7,train
7-IMG_MAX_10051.png,7,train
11-IMG_MAX_1005478.png,11,train
11-IMG_MAX_1005484.png,11,train
11-IMG_MAX_1005485.png,11,train
22-IMG_MAX_1005590.png,22,train
22-IMG_MAX_1123791.png,22,train
22-IMG_MAX_926690.png,22,train
36-IMG_MAX_1005868.png,36,train
36-IMG_MAX_1005869.png,36,train
36-IMG_MAX_1005870.png,36,train
44-IMG_MAX_1006051.png,44,train
44-IMG_MAX_1006052.png,44,train
44-IMG_MAX_1123837.png,44,train
55-IMG_MAX_1006242.png,55,train
55-IMG_MAX_1006243.png,55,train
55-IMG_MAX_1006244.png,55,train
59-IMG_MAX_1006289.png,59,train
59-IMG_MAX_1006290.png,59,train
59-IMG_MAX_1006291.png,59,train
62-IMG_MAX_1006317.png,62,train
62-IMG_MAX_1093159.png,62,train
62-IMG_MAX_1093161.png,62,train
67-IMG_MAX_1006355.png,67,train
67-IMG_MAX_1006356.png,67,train
67-IMG_MAX_1006357.png,67,train
86-IMG_MAX_1006543.png,86,train
86-IMG_MAX_1006544.png,86,train
86-IMG_MAX_65138.png,86,train
95-IMG_MAX_1007744.png,95,train
95-IMG_MAX_820930.png,95,train
95-IMG_MAX_820931.png,95,train
100-IMG_MAX_1007803.png,100,train
100-IMG_MAX_1012069.png,100,train
100-IMG_MAX_821210.png,100,train
115-IMG_MAX_1008089.png,115,train
115-IMG_MAX_1008091.png,115,train
115-IMG_MAX_1008092.png,115,train
138-IMG_MAX_10121.png,138,train
138-IMG_MAX_10128.png,138,train
138-IMG_MAX_10134.png,138,train
145-IMG_MAX_1011964.png,145,train
145-IMG_MAX_1011965.png,145,train
145-IMG_MAX_1012153.png,145,train
148-IMG_MAX_1012013.png,148,train
148-IMG_MAX_1012014.png,148,train
148-IMG_MAX_1012015.png,148,train
156-IMG_MAX_1012145.png,156,train
156-IMG_MAX_986879.png,156,train
156-IMG_MAX_986880.png,156,train
171-IMG_MAX_10154.png,171,train
171-IMG_MAX_308645.png,171,train
171-IMG_MAX_318284.png,171,train
174-IMG_MAX_10169.png,174,train
174-IMG_MAX_10178.png,174,train
174-IMG_MAX_10185.png,174,train
176-IMG_MAX_1017545.png,176,train
176-IMG_MAX_1017546.png,176,train
176-IMG_MAX_1017548.png,176,train
180-IMG_MAX_1017591.png,180,train
180-IMG_MAX_1017597.png,180,train
180-IMG_MAX_1017612.png,180,train
189-IMG_MAX_1017759.png,189,train
189-IMG_MAX_1017760.png,189,train
189-IMG_MAX_1093523.png,189,train
194-IMG_MAX_1017811.png,194,train
194-IMG_MAX_1017812.png,194,train
194-IMG_MAX_1017827.png,194,train
196-IMG_MAX_1018733.png,196,train
196-IMG_MAX_1018749.png,196,train
196-IMG_MAX_1327939.png,196,train
201-IMG_MAX_10192.png,201,train
201-IMG_MAX_10198.png,201,train
201-IMG_MAX_10205.png,201,train
218-IMG_MAX_1019460.png,218,train
218-IMG_MAX_1019486.png,218,train
218-IMG_MAX_1019538.png,218,train
233-IMG_MAX_1022614.png,233,train
233-IMG_MAX_657759.png,233,train
233-IMG_MAX_657760.png,233,train
236-IMG_MAX_1022844.png,236,train
236-IMG_MAX_1022845.png,236,train
236-IMG_MAX_1022846.png,236,train
239-IMG_MAX_1023000.png,239,train
239-IMG_MAX_1023001.png,239,train
239-IMG_MAX_1023014.png,239,train
247-IMG_MAX_612845.png,247,train
247-IMG_MAX_612846.png,247,train
247-IMG_MAX_613002.png,247,train
248-IMG_MAX_1024035.png,248,train
248-IMG_MAX_1024037.png,248,train
248-IMG_MAX_612618.png,248,train
249-IMG_MAX_1024043.png,249,train
249-IMG_MAX_1024049.png,249,train
249-IMG_MAX_1024055.png,249,train
251-IMG_MAX_1024091.png,251,train
251-IMG_MAX_85150.png,251,train
251-IMG_MAX_85151.png,251,train
257-IMG_MAX_1024245.png,257,train
257-IMG_MAX_1024246.png,257,train
257-IMG_MAX_1024247.png,257,train
265-IMG_MAX_1024357.png,265,train
265-IMG_MAX_643131.png,265,train
265-IMG_MAX_643145.png,265,train
287-IMG_MAX_43703.png,287,train
287-IMG_MAX_43704.png,287,train
287-IMG_MAX_43712.png,287,train
288-IMG_MAX_43678.png,288,train
288-IMG_MAX_43685.png,288,train
288-IMG_MAX_43686.png,288,train
295-IMG_MAX_1028088.png,295,train
295-IMG_MAX_1028089.png,295,train
295-IMG_MAX_1028090.png,295,train
297-IMG_MAX_1028180.png,297,train
297-IMG_MAX_1028181.png,297,train
297-IMG_MAX_1028194.png,297,train
315-IMG_MAX_1029023.png,315,train
315-IMG_MAX_1029055.png,315,train
315-IMG_MAX_115491.png,315,train
331-IMG_MAX_1029248.png,331,train
331-IMG_MAX_1029261.png,331,train
331-IMG_MAX_1029262.png,331,train
343-IMG_MAX_1031298.png,343,train
343-IMG_MAX_115410.png,343,train
343-IMG_MAX_115411.png,343,train
356-IMG_MAX_1031858.png,356,train
356-IMG_MAX_1031878.png,356,train
356-IMG_MAX_1031898.png,356,train
357-IMG_MAX_1031864.png,357,train
357-IMG_MAX_1031866.png,357,train
357-IMG_MAX_1031891.png,357,train
358-IMG_MAX_1031951.png,358,train
358-IMG_MAX_1032076.png,358,train
358-IMG_MAX_1032164.png,358,train
365-IMG_MAX_1032090.png,365,train
365-IMG_MAX_1032092.png,365,train
365-IMG_MAX_1032170.png,365,train
377-IMG_MAX_1040070.png,377,train
377-IMG_MAX_1040076.png,377,train
377-IMG_MAX_1040077.png,377,train
403-IMG_MAX_1063259.png,403,train
403-IMG_MAX_1063260.png,403,train
403-IMG_MAX_1063261.png,403,train
407-IMG_MAX_1063433.png,407,train
407-IMG_MAX_1063441.png,407,train
407-IMG_MAX_1063449.png,407,train
417-IMG_MAX_1063775.png,417,train
417-IMG_MAX_1063776.png,417,train
417-IMG_MAX_1063777.png,417,train
418-IMG_MAX_1063784.png,418,train
418-IMG_MAX_1063790.png,418,train
418-IMG_MAX_1063796.png,418,train
422-IMG_MAX_1064261.png,422,train
422-IMG_MAX_1064263.png,422,train
422-IMG_MAX_1064264.png,422,train
427-IMG_MAX_1064403.png,427,train
427-IMG_MAX_1064404.png,427,train
427-IMG_MAX_1064413.png,427,train
432-IMG_MAX_1064503.png,432,train
432-IMG_MAX_1064504.png,432,train
432-IMG_MAX_1064505.png,432,train
438-IMG_MAX_1064563.png,438,train
438-IMG_MAX_1064564.png,438,train
438-IMG_MAX_1064565.png,438,train
456-IMG_MAX_1064726.png,456,train
456-IMG_MAX_1064727.png,456,train
456-IMG_MAX_1064733.png,456,train
457-IMG_MAX_1064757.png,457,train
457-IMG_MAX_1064758.png,457,train
457-IMG_MAX_1064765.png,457,train
458-IMG_MAX_1064823.png,458,train
458-IMG_MAX_1064824.png,458,train
458-IMG_MAX_1064825.png,458,train
462-IMG_MAX_1064870.png,462,train
462-IMG_MAX_1064885.png,462,train
462-IMG_MAX_1064886.png,462,train
464-IMG_MAX_1064915.png,464,train
464-IMG_MAX_1064923.png,464,train
464-IMG_MAX_1064940.png,464,train
472-IMG_MAX_1065066.png,472,train
472-IMG_MAX_1065067.png,472,train
472-IMG_MAX_1065072.png,472,train
478-IMG_MAX_10710.png,478,train
478-IMG_MAX_10711.png,478,train
478-IMG_MAX_10719.png,478,train
504-IMG_MAX_107663.png,504,train
504-IMG_MAX_107671.png,504,train
504-IMG_MAX_276590.png,504,train
513-IMG_MAX_107891.png,513,train
513-IMG_MAX_107898.png,513,train
513-IMG_MAX_43885.png,513,train
516-IMG_MAX_107926.png,516,train
516-IMG_MAX_107933.png,516,train
516-IMG_MAX_107943.png,516,train
525-IMG_MAX_108055.png,525,train
525-IMG_MAX_108078.png,525,train
525-IMG_MAX_85096.png,525,train
526-IMG_MAX_108127.png,526,train
526-IMG_MAX_108148.png,526,train
526-IMG_MAX_881734.png,526,train
531-IMG_MAX_108215.png,531,train
531-IMG_MAX_108222.png,531,train
531-IMG_MAX_108245.png,531,train
538-IMG_MAX_108356.png,538,train
538-IMG_MAX_108370.png,538,train
538-IMG_MAX_43420.png,538,train
549-IMG_MAX_1084546.png,549,train
